"post_inventory_id","user_id","dc_name","sku_name","category","prev_inventory","post_transfer_inventory","forecasted_sales","ideal_invt_days","qty_ac_invt_id_days","qty_remains","pre_invt_days","post_invt_days","run_id","created_at","updated_at"
12073,78,"Bhiwandi","SKU1000123","CARBONATED DRINKS",13679,4916,14995,10,4916,0,28,10,184,"2024-10-26 10:09:28.432867+00","2024-10-26 10:09:28.432867+00"
12074,78,"Bhiwandi","SKU1000124","JUICES",21868,13754,30969,10,10154,3600,22,14,184,"2024-10-26 10:09:28.440874+00","2024-10-26 10:09:28.440874+00"
12075,78,"Bhiwandi","SKU1000125","JUICES",9820,9820,48939,10,16046,-6226,6,6,184,"2024-10-26 10:09:28.448884+00","2024-10-26 10:09:28.448884+00"
12076,78,"Bhiwandi","SKU1000126","JUICES",16927,18226,55589,10,18226,0,9,10,184,"2024-10-26 10:09:28.464899+00","2024-10-26 10:09:28.464899+00"
12077,78,"Bhiwandi","SKU1000127","JUICES",16881,17542,53504,10,17542,0,10,10,184,"2024-10-26 10:09:28.476744+00","2024-10-26 10:09:28.476744+00"
12078,78,"Bhiwandi","SKU1000128","TEA & COFFEE",36767,27046,82490,10,27046,0,14,10,184,"2024-10-26 10:09:28.484803+00","2024-10-26 10:09:28.484803+00"
12079,78,"Bhiwandi","SKU1000129","TEA & COFFEE",5123,16433,50121,10,16433,0,3,10,184,"2024-10-26 10:09:28.49142+00","2024-10-26 10:09:28.49142+00"
12080,78,"Bhiwandi","SKU1000130","TEA & COFFEE",8261,8261,35895,10,11769,-3508,7,7,184,"2024-10-26 10:09:28.510139+00","2024-10-26 10:09:28.510139+00"
12081,78,"Bhiwandi","SKU1000131","TEA & COFFEE",19867,14650,37897,10,12425,2225,16,12,184,"2024-10-26 10:09:28.526855+00","2024-10-26 10:09:28.526855+00"
12082,78,"Bhiwandi","SKU1000132","TEA & COFFEE",15910,8834,26944,10,8834,0,18,10,184,"2024-10-26 10:09:28.544585+00","2024-10-26 10:09:28.544585+00"
12083,78,"Bhiwandi","SKU1000133","TEA & COFFEE",14311,20519,62582,10,20519,0,7,10,184,"2024-10-26 10:09:28.564923+00","2024-10-26 10:09:28.564923+00"
12084,78,"Bhiwandi","SKU1000134","TEA & COFFEE",33355,33355,50108,10,16429,16926,20,20,184,"2024-10-26 10:09:28.583655+00","2024-10-26 10:09:28.583655+00"
12085,78,"Bhiwandi","SKU1000135","TEA & COFFEE",26813,26813,85967,10,28186,-1373,10,10,184,"2024-10-26 10:09:28.60481+00","2024-10-26 10:09:28.60481+00"
12086,78,"Bhiwandi","SKU1000136","ENERGY DRINKS",8380,12713,38774,10,12713,0,7,10,184,"2024-10-26 10:09:28.608971+00","2024-10-26 10:09:28.608971+00"
12087,78,"Bhiwandi","SKU1000137","ENERGY DRINKS",10013,9001,5808,10,1904,7097,53,47,184,"2024-10-26 10:09:28.62542+00","2024-10-26 10:09:28.62542+00"
12088,78,"Bhiwandi","SKU1000138","ENERGY DRINKS",14530,8374,25541,10,8374,0,17,10,184,"2024-10-26 10:09:28.633434+00","2024-10-26 10:09:28.633434+00"
12089,78,"Bhiwandi","SKU1000139","ENERGY DRINKS",13058,9596,29269,10,9596,0,14,10,184,"2024-10-26 10:09:28.642245+00","2024-10-26 10:09:28.642245+00"
12090,78,"Bhiwandi","SKU1000140","ENERGY DRINKS",19523,8261,25195,10,8261,0,24,10,184,"2024-10-26 10:09:28.649795+00","2024-10-26 10:09:28.649795+00"
12091,78,"Bhiwandi","SKU1000141","ENERGY DRINKS",1668,12268,37416,10,12268,0,1,10,184,"2024-10-26 10:09:28.658962+00","2024-10-26 10:09:28.658962+00"
12092,78,"Bhiwandi","SKU1000142","BREAD, BISCUITS",11773,8811,26874,10,8811,0,13,10,184,"2024-10-26 10:09:28.664991+00","2024-10-26 10:09:28.664991+00"
12093,78,"Bhiwandi","SKU1000143","BREAD, BISCUITS",12638,22086,67362,10,22086,0,6,10,184,"2024-10-26 10:09:28.675411+00","2024-10-26 10:09:28.675411+00"
12094,78,"Bhiwandi","SKU1000144","BREAD, BISCUITS",2043,932,2844,10,932,0,22,10,184,"2024-10-26 10:09:28.683429+00","2024-10-26 10:09:28.683429+00"
12095,78,"Bhiwandi","SKU1000145","BREAD, BISCUITS",19433,2795,8524,10,2795,0,70,10,184,"2024-10-26 10:09:28.691019+00","2024-10-26 10:09:28.691019+00"
12096,78,"Bhiwandi","SKU1000146","BREAD, BISCUITS",11980,23486,83399,10,27344,-3858,4,9,184,"2024-10-26 10:09:28.699035+00","2024-10-26 10:09:28.699035+00"
12097,78,"Bhiwandi","SKU1000147","CAKES, PASTRIES",20039,8945,21677,10,7107,1838,28,13,184,"2024-10-26 10:09:28.708982+00","2024-10-26 10:09:28.708982+00"
12098,78,"Bhiwandi","SKU1000148","CAKES, PASTRIES",7024,8426,25699,10,8426,0,8,10,184,"2024-10-26 10:09:28.71703+00","2024-10-26 10:09:28.71703+00"
12099,78,"Bhiwandi","SKU1000149","CAKES, PASTRIES",17395,21550,65729,10,21550,0,8,10,184,"2024-10-26 10:09:28.72707+00","2024-10-26 10:09:28.72707+00"
12100,78,"Bhiwandi","SKU1000150","CAKES, PASTRIES",9873,7179,21897,10,7179,0,14,10,184,"2024-10-26 10:09:28.745968+00","2024-10-26 10:09:28.745968+00"
12101,78,"Chennai","SKU1000101","PACKAGED SNACKS",2785,6974,17726,12,6974,0,5,12,184,"2024-10-26 10:09:28.754058+00","2024-10-26 10:09:28.754058+00"
12102,78,"Chennai","SKU1000102","PACKAGED SNACKS",16164,421,1069,12,421,0,461,12,184,"2024-10-26 10:09:28.759737+00","2024-10-26 10:09:28.759737+00"
12103,78,"Chennai","SKU1000103","PACKAGED SNACKS",11740,12016,30540,12,12016,0,12,12,184,"2024-10-26 10:09:28.773281+00","2024-10-26 10:09:28.773281+00"
12104,78,"Chennai","SKU1000104","PACKAGED SNACKS",20577,33808,85928,12,33808,0,7,12,184,"2024-10-26 10:09:28.892488+00","2024-10-26 10:09:28.892488+00"
12105,78,"Chennai","SKU1000105","PACKAGED SNACKS",5825,25318,64351,12,25318,0,3,12,184,"2024-10-26 10:09:28.912283+00","2024-10-26 10:09:28.912283+00"
12106,78,"Chennai","SKU1000106","PACKAGED SNACKS",15416,9075,23066,12,9075,0,20,12,184,"2024-10-26 10:09:29.028528+00","2024-10-26 10:09:29.028528+00"
12107,78,"Chennai","SKU1000107","PACKAGED SNACKS",13483,10838,27546,12,10838,0,15,12,184,"2024-10-26 10:09:29.044528+00","2024-10-26 10:09:29.044528+00"
12108,78,"Chennai","SKU1000108","PACKAGED SNACKS",24662,31388,79778,12,31388,0,9,12,184,"2024-10-26 10:09:29.052635+00","2024-10-26 10:09:29.052635+00"
12109,78,"Chennai","SKU1000109","BREAKFAST CEREALS",58891,32911,3855,12,1517,31394,466,260,184,"2024-10-26 10:09:29.065608+00","2024-10-26 10:09:29.065608+00"
12110,78,"Chennai","SKU1000110","BREAKFAST CEREALS",1468,1774,45011,12,17709,-15935,1,1,184,"2024-10-26 10:09:29.178397+00","2024-10-26 10:09:29.178397+00"
12111,78,"Chennai","SKU1000111","BREAKFAST CEREALS",17883,12820,32585,12,12820,0,17,12,184,"2024-10-26 10:09:29.195076+00","2024-10-26 10:09:29.195076+00"
12112,78,"Chennai","SKU1000112","BREAKFAST CEREALS",7107,26545,70963,12,27920,-1375,3,11,184,"2024-10-26 10:09:29.20317+00","2024-10-26 10:09:29.20317+00"
12113,78,"Chennai","SKU1000113","BREAKFAST CEREALS",10690,24428,62089,12,24428,0,5,12,184,"2024-10-26 10:09:29.326831+00","2024-10-26 10:09:29.326831+00"
12114,78,"Chennai","SKU1000114","READY-TO-EAT MEALS",11937,17428,52176,12,20528,-3100,7,10,184,"2024-10-26 10:09:29.342831+00","2024-10-26 10:09:29.342831+00"
12115,78,"Chennai","SKU1000115","READY-TO-EAT MEALS",25535,14896,37861,12,14896,0,21,12,184,"2024-10-26 10:09:29.354902+00","2024-10-26 10:09:29.354902+00"
12116,78,"Chennai","SKU1000116","READY-TO-EAT MEALS",20796,16510,41964,12,16510,0,15,12,184,"2024-10-26 10:09:29.361874+00","2024-10-26 10:09:29.361874+00"
12117,78,"Chennai","SKU1000117","CANNED GOODS",8206,22844,58063,12,22844,0,4,12,184,"2024-10-26 10:09:29.378461+00","2024-10-26 10:09:29.378461+00"
12118,78,"Chennai","SKU1000118","CANNED GOODS",40815,22599,57438,12,22599,0,22,12,184,"2024-10-26 10:09:29.502316+00","2024-10-26 10:09:29.502316+00"
12119,78,"Chennai","SKU1000119","CARBONATED DRINKS",31758,19919,50627,12,19919,0,19,12,184,"2024-10-26 10:09:29.510333+00","2024-10-26 10:09:29.510333+00"
12120,78,"Chennai","SKU1000120","CARBONATED DRINKS",18989,3157,8023,12,3157,0,72,12,184,"2024-10-26 10:09:29.52632+00","2024-10-26 10:09:29.52632+00"
12121,78,"Chennai","SKU1000121","CARBONATED DRINKS",10688,18593,47256,12,18593,0,7,12,184,"2024-10-26 10:09:29.649456+00","2024-10-26 10:09:29.649456+00"
12122,78,"Chennai","SKU1000122","CARBONATED DRINKS",8394,18859,47934,12,18859,0,5,12,184,"2024-10-26 10:09:29.661475+00","2024-10-26 10:09:29.661475+00"
12123,78,"Chennai","SKU1000123","CARBONATED DRINKS",18107,10883,27662,12,10883,0,20,12,184,"2024-10-26 10:09:29.668109+00","2024-10-26 10:09:29.668109+00"
12124,78,"Chennai","SKU1000124","JUICES",4405,9345,23753,12,9345,0,6,12,184,"2024-10-26 10:09:29.678344+00","2024-10-26 10:09:29.678344+00"
12125,78,"Chennai","SKU1000125","JUICES",7397,13036,45557,12,17924,-4888,5,9,184,"2024-10-26 10:09:29.69491+00","2024-10-26 10:09:29.69491+00"
12126,78,"Chennai","SKU1000126","JUICES",4868,2180,5541,12,2180,0,27,12,184,"2024-10-26 10:09:29.810805+00","2024-10-26 10:09:29.810805+00"
12127,78,"Chennai","SKU1000127","JUICES",10447,15993,40650,12,15993,0,8,12,184,"2024-10-26 10:09:29.827421+00","2024-10-26 10:09:29.827421+00"
12128,78,"Chennai","SKU1000128","TEA & COFFEE",8865,16977,43149,12,16977,0,6,12,184,"2024-10-26 10:09:29.975238+00","2024-10-26 10:09:29.975238+00"
12129,78,"Chennai","SKU1000129","TEA & COFFEE",20119,9364,23801,12,9364,0,26,12,184,"2024-10-26 10:09:29.988258+00","2024-10-26 10:09:29.988258+00"
12130,78,"Chennai","SKU1000130","TEA & COFFEE",2642,5523,29765,12,11711,-6188,3,6,184,"2024-10-26 10:09:30.001137+00","2024-10-26 10:09:30.001137+00"
12131,78,"Chennai","SKU1000131","TEA & COFFEE",49841,18466,46934,12,18466,0,32,12,184,"2024-10-26 10:09:30.119464+00","2024-10-26 10:09:30.119464+00"
12132,78,"Chennai","SKU1000132","TEA & COFFEE",4540,491,1247,12,491,0,111,12,184,"2024-10-26 10:09:30.130593+00","2024-10-26 10:09:30.130593+00"
12133,78,"Chennai","SKU1000133","TEA & COFFEE",15209,21775,55346,12,21775,0,8,12,184,"2024-10-26 10:09:30.185835+00","2024-10-26 10:09:30.185835+00"
12134,78,"Chennai","SKU1000134","TEA & COFFEE",23492,21911,12836,12,5050,16861,56,52,184,"2024-10-26 10:09:30.195582+00","2024-10-26 10:09:30.195582+00"
12135,78,"Chennai","SKU1000135","TEA & COFFEE",2930,2930,50927,12,20037,-17107,2,2,184,"2024-10-26 10:09:30.212654+00","2024-10-26 10:09:30.212654+00"
12136,78,"Chennai","SKU1000136","ENERGY DRINKS",5558,1556,3954,12,1556,0,43,12,184,"2024-10-26 10:09:30.228645+00","2024-10-26 10:09:30.228645+00"
12137,78,"Chennai","SKU1000137","ENERGY DRINKS",6018,6159,15654,12,6159,0,12,12,184,"2024-10-26 10:09:30.247886+00","2024-10-26 10:09:30.247886+00"
12138,78,"Chennai","SKU1000138","ENERGY DRINKS",7830,9314,23672,12,9314,0,10,12,184,"2024-10-26 10:09:30.259842+00","2024-10-26 10:09:30.259842+00"
12139,78,"Chennai","SKU1000139","ENERGY DRINKS",8406,10590,26915,12,10590,0,10,12,184,"2024-10-26 10:09:30.267872+00","2024-10-26 10:09:30.267872+00"
12140,78,"Chennai","SKU1000140","ENERGY DRINKS",7103,8882,22574,12,8882,0,10,12,184,"2024-10-26 10:09:30.276966+00","2024-10-26 10:09:30.276966+00"
12141,78,"Chennai","SKU1000141","ENERGY DRINKS",8316,8316,6235,12,2453,5863,41,41,184,"2024-10-26 10:09:30.28506+00","2024-10-26 10:09:30.28506+00"
12142,78,"Chennai","SKU1000142","BREAD, BISCUITS",764,4125,23237,12,9142,-5017,1,5,184,"2024-10-26 10:09:30.300833+00","2024-10-26 10:09:30.300833+00"
12143,78,"Chennai","SKU1000143","BREAD, BISCUITS",10407,1455,3697,12,1455,0,86,12,184,"2024-10-26 10:09:30.423871+00","2024-10-26 10:09:30.423871+00"
12144,78,"Chennai","SKU1000144","BREAD, BISCUITS",4997,4636,11784,12,4636,0,13,12,184,"2024-10-26 10:09:30.43193+00","2024-10-26 10:09:30.43193+00"
12145,78,"Chennai","SKU1000145","BREAD, BISCUITS",12347,15688,39873,12,15688,0,9,12,184,"2024-10-26 10:09:30.439928+00","2024-10-26 10:09:30.439928+00"
12146,78,"Chennai","SKU1000146","BREAD, BISCUITS",18520,14523,36912,12,14523,0,15,12,184,"2024-10-26 10:09:30.476531+00","2024-10-26 10:09:30.476531+00"
12147,78,"Chennai","SKU1000147","CAKES, PASTRIES",1326,8895,22607,12,8895,0,2,12,184,"2024-10-26 10:09:30.484587+00","2024-10-26 10:09:30.484587+00"
12148,78,"Chennai","SKU1000148","CAKES, PASTRIES",3684,3260,8286,12,3260,0,14,12,184,"2024-10-26 10:09:30.493697+00","2024-10-26 10:09:30.493697+00"
12149,78,"Chennai","SKU1000149","CAKES, PASTRIES",8754,16901,42957,12,16901,0,6,12,184,"2024-10-26 10:09:30.508244+00","2024-10-26 10:09:30.508244+00"
12150,78,"Chennai","SKU1000150","CAKES, PASTRIES",15340,3404,8652,12,3404,0,54,12,184,"2024-10-26 10:09:30.514544+00","2024-10-26 10:09:30.514544+00"
12151,78,"Gurugram","SKU1000101","PACKAGED SNACKS",26336,32361,70501,14,32361,0,11,14,184,"2024-10-26 10:09:30.527733+00","2024-10-26 10:09:30.527733+00"
12152,78,"Gurugram","SKU1000102","PACKAGED SNACKS",53042,45421,98953,14,45421,0,16,14,184,"2024-10-26 10:09:30.535839+00","2024-10-26 10:09:30.535839+00"
12153,78,"Gurugram","SKU1000103","PACKAGED SNACKS",23253,33157,72235,14,33157,0,10,14,184,"2024-10-26 10:09:30.551842+00","2024-10-26 10:09:30.551842+00"
12154,78,"Gurugram","SKU1000104","PACKAGED SNACKS",45206,20159,28362,14,13019,7140,49,22,184,"2024-10-26 10:09:30.56295+00","2024-10-26 10:09:30.56295+00"
12155,78,"Gurugram","SKU1000105","PACKAGED SNACKS",27309,2900,6317,14,2900,0,132,14,184,"2024-10-26 10:09:30.574505+00","2024-10-26 10:09:30.574505+00"
12156,78,"Gurugram","SKU1000106","PACKAGED SNACKS",10714,17864,74169,14,34045,-16181,4,7,184,"2024-10-26 10:09:30.587185+00","2024-10-26 10:09:30.587185+00"
12157,78,"Gurugram","SKU1000107","PACKAGED SNACKS",12353,18708,81168,14,37257,-18549,5,7,184,"2024-10-26 10:09:30.5942+00","2024-10-26 10:09:30.5942+00"
12158,78,"Gurugram","SKU1000108","PACKAGED SNACKS",2441,8400,18301,14,8400,0,4,14,184,"2024-10-26 10:09:30.611349+00","2024-10-26 10:09:30.611349+00"
12159,78,"Gurugram","SKU1000109","BREAKFAST CEREALS",25429,25429,21136,14,9702,15727,37,37,184,"2024-10-26 10:09:30.676494+00","2024-10-26 10:09:30.676494+00"
12160,78,"Gurugram","SKU1000110","BREAKFAST CEREALS",502,502,135331,14,62119,-61617,0,0,184,"2024-10-26 10:09:30.692502+00","2024-10-26 10:09:30.692502+00"
12161,78,"Gurugram","SKU1000111","BREAKFAST CEREALS",16614,17461,38040,14,17461,0,13,14,184,"2024-10-26 10:09:30.818254+00","2024-10-26 10:09:30.818254+00"
12162,78,"Gurugram","SKU1000112","BREAKFAST CEREALS",41919,41228,89819,14,41228,0,14,14,184,"2024-10-26 10:09:30.884594+00","2024-10-26 10:09:30.884594+00"
12163,78,"Gurugram","SKU1000113","BREAKFAST CEREALS",42663,42663,8176,14,3753,38910,159,159,184,"2024-10-26 10:09:30.908597+00","2024-10-26 10:09:30.908597+00"
12164,78,"Gurugram","SKU1000114","READY-TO-EAT MEALS",30370,30370,75614,14,34708,-4338,12,12,184,"2024-10-26 10:09:30.924605+00","2024-10-26 10:09:30.924605+00"
12165,78,"Gurugram","SKU1000115","READY-TO-EAT MEALS",8351,18411,40109,14,18411,0,6,14,184,"2024-10-26 10:09:30.9406+00","2024-10-26 10:09:30.9406+00"
12166,78,"Gurugram","SKU1000116","READY-TO-EAT MEALS",21597,26263,64279,14,29505,-3242,10,12,184,"2024-10-26 10:09:30.948699+00","2024-10-26 10:09:30.948699+00"
12167,78,"Gurugram","SKU1000117","CANNED GOODS",24703,27909,78473,14,36020,-8111,10,11,184,"2024-10-26 10:09:30.961238+00","2024-10-26 10:09:30.961238+00"
12168,78,"Gurugram","SKU1000118","CANNED GOODS",16239,19814,79028,14,36275,-16461,6,8,184,"2024-10-26 10:09:30.978032+00","2024-10-26 10:09:30.978032+00"
12169,78,"Gurugram","SKU1000119","CARBONATED DRINKS",20924,26020,56686,14,26020,0,11,14,184,"2024-10-26 10:09:30.988386+00","2024-10-26 10:09:30.988386+00"
12170,78,"Gurugram","SKU1000120","CARBONATED DRINKS",16607,16607,81215,14,37279,-20672,6,6,184,"2024-10-26 10:09:30.994242+00","2024-10-26 10:09:30.994242+00"
12171,78,"Gurugram","SKU1000121","CARBONATED DRINKS",35850,35850,38298,14,17579,18271,29,29,184,"2024-10-26 10:09:31.010774+00","2024-10-26 10:09:31.010774+00"
12172,78,"Gurugram","SKU1000122","CARBONATED DRINKS",23292,1957,4263,14,1957,0,167,14,184,"2024-10-26 10:09:31.02494+00","2024-10-26 10:09:31.02494+00"
12173,78,"Gurugram","SKU1000123","CARBONATED DRINKS",723,20222,67041,14,30773,-10551,0,9,184,"2024-10-26 10:09:31.037245+00","2024-10-26 10:09:31.037245+00"
12174,78,"Gurugram","SKU1000124","JUICES",11411,15388,33524,14,15388,0,10,14,184,"2024-10-26 10:09:31.044316+00","2024-10-26 10:09:31.044316+00"
12175,78,"Gurugram","SKU1000125","JUICES",13455,13455,34495,14,15834,-2379,12,12,184,"2024-10-26 10:09:31.06112+00","2024-10-26 10:09:31.06112+00"
12176,78,"Gurugram","SKU1000126","JUICES",8409,8735,43501,14,19968,-11233,6,6,184,"2024-10-26 10:09:31.069217+00","2024-10-26 10:09:31.069217+00"
12177,78,"Gurugram","SKU1000127","JUICES",35976,25333,45982,14,21106,4227,24,17,184,"2024-10-26 10:09:31.079015+00","2024-10-26 10:09:31.079015+00"
12178,78,"Gurugram","SKU1000128","TEA & COFFEE",42314,40807,79152,14,36332,4475,16,16,184,"2024-10-26 10:09:31.094467+00","2024-10-26 10:09:31.094467+00"
12179,78,"Gurugram","SKU1000129","TEA & COFFEE",29981,29981,69897,14,32084,-2103,13,13,184,"2024-10-26 10:09:31.102572+00","2024-10-26 10:09:31.102572+00"
12180,78,"Gurugram","SKU1000130","TEA & COFFEE",16119,16119,78134,14,35865,-19746,6,6,184,"2024-10-26 10:09:31.111069+00","2024-10-26 10:09:31.111069+00"
12181,78,"Gurugram","SKU1000131","TEA & COFFEE",8570,8570,15929,14,7312,1258,16,16,184,"2024-10-26 10:09:31.128003+00","2024-10-26 10:09:31.128003+00"
12182,78,"Gurugram","SKU1000132","TEA & COFFEE",11810,18886,59133,14,27143,-8257,6,10,184,"2024-10-26 10:09:31.137656+00","2024-10-26 10:09:31.137656+00"
12183,78,"Gurugram","SKU1000133","TEA & COFFEE",16637,15223,33165,14,15223,0,15,14,184,"2024-10-26 10:09:31.145716+00","2024-10-26 10:09:31.145716+00"
12184,78,"Gurugram","SKU1000134","TEA & COFFEE",19853,19853,4688,14,2152,17701,129,129,184,"2024-10-26 10:09:31.162367+00","2024-10-26 10:09:31.162367+00"
12185,78,"Gurugram","SKU1000135","TEA & COFFEE",1789,1789,19906,14,9137,-7348,3,3,184,"2024-10-26 10:09:31.172454+00","2024-10-26 10:09:31.172454+00"
12186,78,"Gurugram","SKU1000136","ENERGY DRINKS",12581,11922,25972,14,11922,0,15,14,184,"2024-10-26 10:09:31.180175+00","2024-10-26 10:09:31.180175+00"
12187,78,"Gurugram","SKU1000137","ENERGY DRINKS",10253,10253,13262,14,6087,4166,24,24,184,"2024-10-26 10:09:31.194312+00","2024-10-26 10:09:31.194312+00"
12188,78,"Gurugram","SKU1000138","ENERGY DRINKS",10401,9420,17159,14,7876,1544,18,17,184,"2024-10-26 10:09:31.202421+00","2024-10-26 10:09:31.202421+00"
12189,78,"Gurugram","SKU1000139","ENERGY DRINKS",9632,14278,37399,14,17167,-2889,8,12,184,"2024-10-26 10:09:31.220789+00","2024-10-26 10:09:31.220789+00"
12190,78,"Gurugram","SKU1000140","ENERGY DRINKS",2752,11032,24034,14,11032,0,3,14,184,"2024-10-26 10:09:31.230893+00","2024-10-26 10:09:31.230893+00"
12191,78,"Gurugram","SKU1000141","ENERGY DRINKS",2390,7885,17178,14,7885,0,4,14,184,"2024-10-26 10:09:31.24443+00","2024-10-26 10:09:31.24443+00"
12192,78,"Gurugram","SKU1000142","BREAD, BISCUITS",4920,7882,46678,14,21426,-13544,3,5,184,"2024-10-26 10:09:31.252432+00","2024-10-26 10:09:31.252432+00"
12193,78,"Gurugram","SKU1000143","BREAD, BISCUITS",8660,19978,48227,14,22137,-2159,5,13,184,"2024-10-26 10:09:31.26239+00","2024-10-26 10:09:31.26239+00"
12194,78,"Gurugram","SKU1000144","BREAD, BISCUITS",7070,14477,31540,14,14477,0,7,14,184,"2024-10-26 10:09:31.277555+00","2024-10-26 10:09:31.277555+00"
12195,78,"Gurugram","SKU1000145","BREAD, BISCUITS",4920,3516,7659,14,3516,0,20,14,184,"2024-10-26 10:09:31.289669+00","2024-10-26 10:09:31.289669+00"
12196,78,"Gurugram","SKU1000146","BREAD, BISCUITS",18132,10741,23399,14,10741,0,24,14,184,"2024-10-26 10:09:31.295107+00","2024-10-26 10:09:31.295107+00"
12197,78,"Gurugram","SKU1000147","CAKES, PASTRIES",12324,12324,11226,14,5153,7171,33,33,184,"2024-10-26 10:09:31.310407+00","2024-10-26 10:09:31.310407+00"
12198,78,"Gurugram","SKU1000148","CAKES, PASTRIES",40875,28642,51939,14,23841,4801,24,17,184,"2024-10-26 10:09:31.326408+00","2024-10-26 10:09:31.326408+00"
12199,78,"Gurugram","SKU1000149","CAKES, PASTRIES",3359,14670,41266,14,18942,-4272,2,11,184,"2024-10-26 10:09:31.334398+00","2024-10-26 10:09:31.334398+00"
12200,78,"Gurugram","SKU1000150","CAKES, PASTRIES",6414,3705,8071,14,3705,0,24,14,184,"2024-10-26 10:09:31.353459+00","2024-10-26 10:09:31.353459+00"
12201,78,"Guwahati","SKU1000101","PACKAGED SNACKS",24062,10172,27202,11,9811,361,27,11,184,"2024-10-26 10:09:31.362549+00","2024-10-26 10:09:31.362549+00"
12202,78,"Guwahati","SKU1000102","PACKAGED SNACKS",13534,12461,34552,11,12461,0,12,11,184,"2024-10-26 10:09:31.377527+00","2024-10-26 10:09:31.377527+00"
12203,78,"Guwahati","SKU1000103","PACKAGED SNACKS",898,4735,13128,11,4735,0,2,11,184,"2024-10-26 10:09:31.385065+00","2024-10-26 10:09:31.385065+00"
12204,78,"Guwahati","SKU1000104","PACKAGED SNACKS",1872,1872,1874,11,676,1196,30,30,184,"2024-10-26 10:09:31.401104+00","2024-10-26 10:09:31.401104+00"
12205,78,"Guwahati","SKU1000105","PACKAGED SNACKS",9086,11751,32582,11,11751,0,9,11,184,"2024-10-26 10:09:31.411301+00","2024-10-26 10:09:31.411301+00"
12206,78,"Guwahati","SKU1000106","PACKAGED SNACKS",5179,7226,20036,11,7226,0,8,11,184,"2024-10-26 10:09:31.427305+00","2024-10-26 10:09:31.427305+00"
12207,78,"Guwahati","SKU1000107","PACKAGED SNACKS",6886,6116,16959,11,6116,0,12,11,184,"2024-10-26 10:09:31.43531+00","2024-10-26 10:09:31.43531+00"
12208,78,"Guwahati","SKU1000108","PACKAGED SNACKS",6112,12143,33670,11,12143,0,6,11,184,"2024-10-26 10:09:31.443331+00","2024-10-26 10:09:31.443331+00"
12209,78,"Guwahati","SKU1000109","BREAKFAST CEREALS",19426,19426,33166,11,11962,7464,18,18,184,"2024-10-26 10:09:31.459011+00","2024-10-26 10:09:31.459011+00"
12210,78,"Guwahati","SKU1000110","BREAKFAST CEREALS",14379,12046,33400,11,12046,0,13,11,184,"2024-10-26 10:09:31.467017+00","2024-10-26 10:09:31.467017+00"
12211,78,"Guwahati","SKU1000111","BREAKFAST CEREALS",18968,9888,27418,11,9888,0,21,11,184,"2024-10-26 10:09:31.479797+00","2024-10-26 10:09:31.479797+00"
12212,78,"Guwahati","SKU1000112","BREAKFAST CEREALS",8665,2375,6584,11,2375,0,40,11,184,"2024-10-26 10:09:31.494244+00","2024-10-26 10:09:31.494244+00"
12213,78,"Guwahati","SKU1000113","BREAKFAST CEREALS",1957,5927,16433,11,5927,0,4,11,184,"2024-10-26 10:09:31.502254+00","2024-10-26 10:09:31.502254+00"
12214,78,"Guwahati","SKU1000114","READY-TO-EAT MEALS",8574,8574,25275,11,9116,-542,10,10,184,"2024-10-26 10:09:31.511092+00","2024-10-26 10:09:31.511092+00"
12215,78,"Guwahati","SKU1000115","READY-TO-EAT MEALS",17922,9380,26007,11,9380,0,21,11,184,"2024-10-26 10:09:31.527836+00","2024-10-26 10:09:31.527836+00"
12216,78,"Guwahati","SKU1000116","READY-TO-EAT MEALS",3239,7472,20719,11,7472,0,5,11,184,"2024-10-26 10:09:31.541396+00","2024-10-26 10:09:31.541396+00"
12217,78,"Guwahati","SKU1000117","CANNED GOODS",12021,13622,37771,11,13622,0,10,11,184,"2024-10-26 10:09:31.553961+00","2024-10-26 10:09:31.553961+00"
12218,78,"Guwahati","SKU1000118","CANNED GOODS",10493,9099,25230,11,9099,0,13,11,184,"2024-10-26 10:09:31.561022+00","2024-10-26 10:09:31.561022+00"
12219,78,"Guwahati","SKU1000119","CARBONATED DRINKS",9500,3553,9852,11,3553,0,29,11,184,"2024-10-26 10:09:31.574714+00","2024-10-26 10:09:31.574714+00"
12220,78,"Guwahati","SKU1000120","CARBONATED DRINKS",11429,11429,34284,11,12365,-936,10,10,184,"2024-10-26 10:09:31.578713+00","2024-10-26 10:09:31.578713+00"
12221,78,"Guwahati","SKU1000121","CARBONATED DRINKS",4109,5369,14887,11,5369,0,8,11,184,"2024-10-26 10:09:31.594073+00","2024-10-26 10:09:31.594073+00"
12222,78,"Guwahati","SKU1000122","CARBONATED DRINKS",6613,369,1022,11,369,0,197,11,184,"2024-10-26 10:09:31.602083+00","2024-10-26 10:09:31.602083+00"
12223,78,"Guwahati","SKU1000123","CARBONATED DRINKS",5842,5842,38959,11,14051,-8209,5,5,184,"2024-10-26 10:09:31.611129+00","2024-10-26 10:09:31.611129+00"
12224,78,"Guwahati","SKU1000124","JUICES",6557,4260,11813,11,4260,0,17,11,184,"2024-10-26 10:09:31.627154+00","2024-10-26 10:09:31.627287+00"
12225,78,"Guwahati","SKU1000125","JUICES",4826,10906,30240,11,10906,0,5,11,184,"2024-10-26 10:09:31.641035+00","2024-10-26 10:09:31.641035+00"
